,0
Clear Soul Forces,"How do you put into words the deftness, terse punctuality of four distinct individuals who’s vibrant vocals collide and sonically produce frequency’s not measurable by roygbiv, all to intertwine over illuminating instrumentals forging a single force that hits you where your soul is? You listen…

From the land of Hip Hop Giants, Clear Soul Forces is next to carry the burning flame for the city of Detroit, Michigan and bring the soul back to Motown. <a href=""https://www.last.fm/music/Clear+Soul+Forces"">Read more on Last.fm</a>"
Drenge,"Drenge consists of two brothers, Eoin Loveless and Rory Loveless, from Sheffield. They've been playing riffy garage post-punk, not too dissimilar to The White Stripes, Arctic Monkeys, and Pulled Apart By Horses, since 2010. I
Influences: £0.00, Margaret, England vs Argentina 1998, Antisocial Behaviour Orders.

For more, visit http://www.facebook.com/drengeboys <a href=""https://www.last.fm/music/Drenge"">Read more on Last.fm</a>"
Faces on TV,"Faces On TV is Jasper Maekelberg's musical project.

Based in the Belgian city of Ghent, Faces On TV brings something rattling-tight, tender-punchy, Beatles-Beck, noisy-pop...-ish. They've just recorded an EP which will soon be sent into the world.

Influences? Wilco, Beck, the Beatles, Radiohead and all the other good stuff.

The Belgian radio channel Radio 1 called Faces On TV ""maybe the best of this season."" 
Also the music magazine Rif Raf discovered Faces On TV: ""New sweet stuff of the finest class . <a href=""https://www.last.fm/music/Faces+On+TV"">Read more on Last.fm</a>"
Fangclub,"Fangclub are a Dublin Alternative Rock band with members Steven King (guitar/vocals), Kevin Keane (bass) and Dara Coleman (drums). <a href=""https://www.last.fm/music/FANGCLUB"">Read more on Last.fm</a>"
Field Music,"Field Music are from Sunderland in the north-east of England. They make experimental pop music. The band is led by brothers Peter and David Brewis. They have released six'proper' albums -  Field Music (2005), Tones of Town  (2007), Field Music (Measure) (2010), Plumb) (2012),  Commontime (2016), and Open Here (2018) all through Memphis Industries - as well as a compilation of B-sides (Write Your Own History, 2006), a soundtrack (Music For Drifters, 2015) and a collection of cover versions (Play, 2012). <a href=""https://www.last.fm/music/Field+Music"">Read more on Last.fm</a>"
French Kicks,"French Kicks are an indie rock group from New York City, USA. Formed in 1998, their sound is a mix of garage rock, post-punk, and modded pop.

Three of the original four band members, bassist Jamie Krents, vocalist/drummer Nick Stumpf, and vocalist/guitarist Matthew Stinchcomb, are from Washington, D.C. They were heavily influenced by the hardcore scene that flourished during their youth in the D.C. area. They began playing together in a series of bands while in their teens and then all attended Oberlin College in Ohio <a href=""https://www.last.fm/music/French+Kicks"">Read more on Last.fm</a>"
Fromm,"Tied to Peterpan Complex‘s Showmust label, singer-songwriter Fromm could first be heard singing on Locomotive‘s first solo EP. In October 2011, her “마중가는 길” could be heard on the Showmust Omnibus. Her first digital single was released on May 16th 2012 and the same song is included as a B-side. The title of the single in question is 사랑 아니었나. <a href=""https://www.last.fm/music/Fromm"">Read more on Last.fm</a>"
Future Leaders of the World,"Future Leaders of the World (F.L.O.W.) was formed by singer/guitarist Phil Taylor, who formed the group in 2002 out of his home town Buffalo, NY. The band relocated to Los Angeles, CA that same year and shortly thereafter struck a deal with Epic Records on the strength of an EP recorded at Swing House studios in Hollywood, CA. Their debut full-length album, ""LVL IV,"" (P/ Garth Richardson E/ Elvis Baskette, M/ Andy Wallace) was recorded in the summer of 2003 at Armoury Studios in Vancouver, B. <a href=""https://www.last.fm/music/Future+Leaders+of+the+World"">Read more on Last.fm</a>"
GENTS,"1) Niels Fejrskov Juhls and  synth-wiz Theis Vesterløkke - young danish electronic pop duo inspired by the 80s

2)  Mid '80s Mod Revival.

3) Hiphop outfit from Chicago <a href=""https://www.last.fm/music/Gents"">Read more on Last.fm</a>"
Grace Ives,"The Queens-based songwriter offers nervy lo-fi synth pop that buzzes with everyday anxiety.

https://graceives.bandcamp.com/ <a href=""https://www.last.fm/music/Grace+Ives"">Read more on Last.fm</a>"
Half time Old,"https://www.halftimeold.com/ <a href=""https://www.last.fm/music/Half+time+Old"">Read more on Last.fm</a>"
Heavy Young Heathens,"As quoted from their MySpace...


HEAVY YOUNG HEATHENS~ They are not foreign. They are not Vegan. They are not Blonde. They have not dated Winona Ryder like every other musician. They do not ""Buzz"". They do not steal fur coats. They do not Blog....that much. They do not have iphones. They do not get table service at clubs, or any other service for that matter. They do not know Madonna or A-Rod, but they do like ""Snatch"" (the movie). They have been to a house in Austin,TX. <a href=""https://www.last.fm/music/Heavy+Young+Heathens"">Read more on Last.fm</a>"
Homeboy Sandman,"Homeboy Sandman grew up in Queens, New York City and attended boarding school at New Hampshire’s Holderness School. He received an undergraduate degree from the University of Pennsylvania and subsequently enrolled in law school at Hofstra University. He withdrew from law school during his third year to pursue his career as an emcee.

On June 1st 2010, Homeboy Sandman released his third album, The Good Sun. The album was released on New York City-based indy record label High Water Music and features production from 2 Hungry Bros <a href=""https://www.last.fm/music/Homeboy+Sandman"">Read more on Last.fm</a>"
Horse Jumper of Love,"""thank you, nature"" <a href=""https://www.last.fm/music/Horse+Jumper+of+Love"">Read more on Last.fm</a>"
Jacques,"There are five artists called Jacques:

1.) 'Jacques' was conceived as the alter ego project of Anthony Reynolds' band 'Jack'. The latter was formed in Cardiff, Wales in 1992 along with Matthew Scott and in early 1997 Anthony formed Jacques.

2.) Jacques is Latvian hip-hop / rap artist, composer and producer from Rīga, Latvia. Also known by his creative action with S'T'A, Armands, and other.

3.) Jacques is a swedish singer-songwriter who has released the EP ""Everything Comes From Nothing"". <a href=""https://www.last.fm/music/Jacques"">Read more on Last.fm</a>"
Jacuzzi Boys,"Jacuzzi Boys are an American rock band based out of Miami, Florida. The band is composed of Gabriel Alcala on vocals and guitar, Diego Monasterios on drums, and Danny Gonzales on bass. The band formed in Miami in 2007 through Alcala and Monasterios.

gabriel> gtr, vox
diego> drums, vox
danny> baseball  <a href=""https://www.last.fm/music/Jacuzzi+Boys"">Read more on Last.fm</a>"
Jimothy Lacoste,"<a href=""https://www.last.fm/music/Jimothy+Lacoste"">Read more on Last.fm</a>"
JJ DOOM,"JJ DOOM is a collaboration between producer Jneiro Jarel and the masked hip-hop artist MF DOOM. Their debut collaborative album, titled Key to the Kuffs, was released on August 21, 2012 via Lex Records. Key to the Kuffs features guest appearances from Beth Gibbons (of Portishead), Damon Albarn (of Blur/Gorillaz), Boston Fielder, and Jneiro Jarel's fellow partner from the duo Willie Isz, Khujo Goodie (of Goodie Mob). Key to the Kuffs was followed in 2014 by the Bookhead EP <a href=""https://www.last.fm/music/JJ+DOOM"">Read more on Last.fm</a>"
Joel Leggett,"<a href=""https://www.last.fm/music/Joel+Leggett"">Read more on Last.fm</a>"
Josh Savage,"<a href=""https://www.last.fm/music/Josh+Savage"">Read more on Last.fm</a>"
Jurassic Shark,"There are multiple bands with the name of Jurassic Shark.

1. Jurassic Shark is a surf rock / punk band from Monrovia, California. 
http://jurassicsharksquad.bandcamp.com/
https://www.facebook.com/JurassicShark

2. Jurassic Shark formed at girls rock philly in 2011 and played their last show in May of 2012. They will rise from the dead… one day. Listen/Download at: http://jurassicshark.bandcamp.com/ <a href=""https://www.last.fm/music/Jurassic+Shark"">Read more on Last.fm</a>"
Keep Shelly In Athens,"Keep Shelly in Athens are an electronic / downtempo duo from Athens, Greece. Their debut 12"" vinyl EP, ""In Love With Dusk"" released in 2010 and quickly sold-out.  It was followed up with a 7"" single ""Hauntin' Me"" and another 12"" vinyl EP ""Our Own Dream"".

The original singer was Sarah P., but she left the band in 2014. The most recent singer on board is Jessica Bell, who has also released music under her own name, as well as the moniker BRUNO. <a href=""https://www.last.fm/music/Keep+Shelly+In+Athens"">Read more on Last.fm</a>"
Kim Dong Ryul,"Kim Dong Ryul (김동률) (b. 15/03/1974, Seoul) is a Korean musician, composer and singer. Formerly a member of Exhibition which disbanded in 1997, he released solo albums in 1998, 2000, 2001 and 2004. He is a rare pop artist who composes, arranges, writes lyrics, produces, and performs all of his own songs. His talent in composition is displayed on selected instrumental tracks that are comparable to classical pieces (orchestral or piano).
His song ""Ijeseoya"" (이제서야) from his 4th album Toro (토로) topped the KBS charts in April, 2004 <a href=""https://www.last.fm/music/+noredirect/Kim+Dong+Ryul"">Read more on Last.fm</a>"
Klashnekoff,"Darren Kandler, also known as Ricochet Klashnekoff or just Klashnekoff (pronounced K-Lash-Nek-Off), is a British rapper who was born in Hornsey, North London, and later moved to Hackney, East London. He was the founding member of the Terra Firma Crew along side  Skriblah, D.Ablo, Diamond Ruff and Smasher (www.last.fm/music/Terra+Firma). Klashnekoff is one of the freshest talents on the UK Hip Hop scene at the moment and is on his way to the top of the game. <a href=""https://www.last.fm/music/Klashnekoff"">Read more on Last.fm</a>"
Little Barrie,"Little Barrie are a rock/R&B group from Nottingham, England. The lineup consisted of Barrie Cadogan (vocals, guitar), Lewis Wharton (bass, vocals) and Virgil Howe (drums, vocals). Their sound has drawn from a mixture of influences including freakbeat, garage rock, UK R&B, neo-psychedelia, Surf music, krautrock, funk and R&R. The band released Death Express in 2017. On September 12, 2017, Virgil Howe's unexpected death was announced by Yes, of which Virgil Howe's father Steve is a member. <a href=""https://www.last.fm/music/Little+Barrie"">Read more on Last.fm</a>"
Magnolia Electric Co.,"In March 2003, while on tour, Jason Molina (born December 30, 1973; died March 16, 2013) announced that he would rename his band (Songs: Ohia) Magnolia Electric Co. This new incarnation would retain many of the original players and the stylistic direction of the album of the same name. Jason Molina would also continue to release solo work, but this time under his own name. The first such release came in January of 2004, as the full length vinyl release Pyramid Electric Co. <a href=""https://www.last.fm/music/Magnolia+Electric+Co."">Read more on Last.fm</a>"
